"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4781483";"";"None";"937.45";"3";"7.10";"P24";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"143.7";"nM";"6.84";"";"";"UO_0000065";"7.30";"0.14";"-0.26";"3.63";"0";"CHEMBL4769862";"Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4765316";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"143.7"
"CHEMBL4781186";"";"None";"596.13";"2";"7.21";"P15";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NO)cc2Cl)cccc1-c1ccccc1";"IC50";"'='";"98.6";"nM";"7.01";"";"";"UO_0000065";"11.75";"0.22";"-0.20";"7.39";"0";"CHEMBL4706041";"Inhibition of PD-1/PDL1 (unknown origin) measured after 2 hrs by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4699660";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 2.0 hr";"INHIBITOR";"";"98.6"
"CHEMBL4575618";"";"None";"915.11";"3";"7.89";"2b";"CC(=O)NCCNCc1cc(C)c(OCc2cccc(-c3cccc(COc4cc(OCc5cncc(C#N)c5)c(CNCCNC(C)=O)cc4C)c3C)c2C)cc1OCc1cncc(C#N)c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"9.31";"0.17";"0.63";"4.43";"0";"CHEMBL4312946";"Inhibition of human Fc-tagged PD1 N-terminal domain (Leu25 to Gln167 residues) expressed in HEK293 cells/human His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction after 1 hr by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4311949";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";"";"3.0"
"CHEMBL5090025";"";"None";"478.98";"0";"3.86";"B1";"CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3cccc4c3CC[C@@H]4O)c2Cl)nc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5042465";"Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5038680";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME = 0.25 hr";"";"";"1000.0"
"CHEMBL5088978";"";"None";"422.92";"0";"3.88";"C9";"CC(=O)NCCNCc1ccnc(NC(=O)c2cccc(-c3ccccc3)c2Cl)c1";"IC50";"'='";"894.03";"nM";"6.05";"";"";"UO_0000065";"14.30";"0.28";"2.17";"7.28";"0";"CHEMBL5042465";"Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5038680";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME = 0.25 hr";"INHIBITOR";"";"894.03"
"CHEMBL4858932";"";"None";"538.03";"2";"5.15";"CH15";"O=C(O)[C@@H]1C[C@@H](O)CN1Cc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1";"IC50";"'='";"17.7";"nM";"7.75";"";"";"UO_0000065";"14.41";"0.29";"2.60";"7.44";"0";"CHEMBL4817959";"Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4814029";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"17.7"
"CHEMBL4520858";"";"None";"445.48";"0";"2.49";"A16";"Cc1c(NC(=O)c2cc(CN[C@H](CO)C(=O)O)cn3cnnc23)cccc1-c1ccccc1";"IC50";"'='";"5566.0";"nM";"5.25";"";"";"UO_0000065";"11.80";"0.22";"2.76";"4.08";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"5566.0"
"CHEMBL4519100";"";"None";"415.50";"0";"3.38";"A5";"Cc1c(NC(=O)c2cc(CN(C)CCO)cn3cnnc23)cccc1-c1ccccc1";"IC50";"'='";"754.7";"nM";"6.12";"";"";"UO_0000065";"14.73";"0.27";"2.74";"7.40";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"754.7"
"CHEMBL4866188";"";"None";"433.53";"0";"4.06";"A24";"O=C(O)[C@H]1CCCN1Cc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1";"IC50";"'>'";"200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4809423";"Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4808185";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.25 hr";"";"";"200.0"
"CHEMBL4874277";"";"None";"505.60";"1";"4.22";"A29";"O=C(O)[C@@H]1CCCCN1Cc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1";"IC50";"'='";"62.7";"nM";"7.20";"";"";"UO_0000065";"14.25";"0.27";"2.98";"7.81";"0";"CHEMBL4809423";"Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4808185";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.25 hr";"INHIBITOR";"";"62.7"
"CHEMBL4846885";"";"None";"630.64";"2";"5.86";"25";"Cc1cc(OC(F)(F)c2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OCc2cccc(C#N)c2)c1CN[C@H](CO)C(=O)O";"IC50";"'='";"31.87";"nM";"7.50";"";"";"UO_0000065";"11.89";"0.22";"1.64";"5.75";"0";"CHEMBL4841996";"Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"31.87"
"CHEMBL4870844";"";"None";"646.69";"2";"5.13";"26";"Cc1cc(OC(F)(F)c2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OCc2cccc(C#N)c2)c1CNC(CO)(CO)CO";"IC50";"'='";"30.49";"nM";"7.52";"";"";"UO_0000065";"11.62";"0.22";"2.39";"5.63";"0";"CHEMBL4841996";"Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"30.49"
"CHEMBL4864862";"";"None";"748.18";"3";"7.48";"38";"CC(=O)OCOC(=O)[C@@H]1CCCCN1Cc1cc(Cl)c(OC(F)(F)c2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1";"IC50";"'='";"28.83";"nM";"7.54";"";"";"UO_0000065";"10.08";"0.19";"0.06";"5.83";"0";"CHEMBL4841996";"Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"28.83"
"CHEMBL4879011";"";"None";"837.27";"2";"4.33";"42";"Cc1c(-c2ccc3c(c2)OCCO3)cccc1C(F)(F)Oc1cc(OCc2ccnc(C#N)c2)c(CN2CCCC[C@H]2C(=O)N[C@@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)cc1Cl";"IC50";"'='";"28.83";"nM";"7.54";"";"";"UO_0000065";"9.01";"0.17";"3.21";"3.85";"0";"CHEMBL4841996";"Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"28.83"
"CHEMBL5268728";"";"None";"290.37";"0";"3.96";"Fig 20, Cpd 23";"Cc1c(-c2ccccc2)cccc1-c1nc2c(o1)CCNC2";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5225067";"Inhibition of human PD-1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5223128";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";"";"100.0"
"CHEMBL5279917";"";"None";"363.49";"0";"3.46";"Fig 20, Cpd 39";"Cc1c(-c2cccc(CC(N)=O)c2)cccc1-c1nc2c(s1)CNCC2";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5225067";"Inhibition of human PD-1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5223128";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";"";"100.0"
"CHEMBL5271819";"";"None";"626.07";"2";"8.82";"CH1";"Cc1c(COc2cc(OCc3ccc(OC(F)(F)F)cc3)c(N3CCCCC3C(=O)O)cc2Cl)cccc1-c1ccccc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"9.30";"0.18";"-3.00";"8.54";"0";"CHEMBL5225069";"Inhibition of human PD-1/PDL1 protein-protein interaction by luminescence proximity homogeneous assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5223128";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";"";"1.5"
"CHEMBL5315609";"";"None";"531.53";"1";"4.96";"BMS-114";"Cc1c(COc2cc(CNCC(O)CC(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"14.57";"0.28";"2.78";"7.96";"0";"CHEMBL5225068";"Inhibition of human PD-1/PDL1 protein-protein interaction";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5223128";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";"";"18.0"
"CHEMBL4568718";"";"None";"455.56";"0";"4.35";"A15";"Cc1c(NC(=O)c2cc(CN[C@H]3CC[C@H](O)CC3)cn3cnnc23)cccc1-c1ccccc1";"IC50";"'='";"968.1";"nM";"6.01";"";"";"UO_0000065";"13.20";"0.24";"1.66";"6.57";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"968.1"
"CHEMBL4848745";"";"None";"609.17";"2";"6.56";"A2";"CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4C)c2C)cc1OCc1cccc(C#N)c1";"IC50";"'='";"878.0";"nM";"6.06";"";"";"UO_0000065";"9.94";"0.19";"-0.50";"6.99";"0";"CHEMBL4819820";"Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4819002";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"878.0"
"CHEMBL4846766";"";"None";"692.30";"2";"7.03";"A14";"CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC3)c2C)cc1OCc1cccc(C#N)c1";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"10.12";"0.19";"-0.02";"7.80";"0";"CHEMBL4819820";"Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4819002";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"98.0"
"CHEMBL4754792";"";"None";"477.61";"1";"5.81";"50";"Cc1c(CNc2ccc(CNCCO)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1";"IC50";"'='";"3673.0";"nM";"5.43";"";"";"UO_0000065";"11.38";"0.21";"-0.38";"7.03";"0";"CHEMBL4677437";"Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2.5 hrs by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4673285";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 2.75 hr";"INHIBITOR";"";"3.673"
"CHEMBL4872446";"";"None";"428.49";"0";"3.85";"A10";"O=C(c1ccc(CNCCO)cc1)n1ccc2c(-c3ccc4c(c3)OCCO4)cccc21";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4828906";"Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4828707";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.25 hr";"";"";"1000.0"
"CHEMBL4862750";"";"None";"459.55";"0";"3.96";"B2";"Cc1c(-c2ccc3c(c2)OCCO3)cccc1N1CCN(c2ccc(CNCCO)cc2)C1=O";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4828906";"Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4828707";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.25 hr";"";"";"1000.0"
"CHEMBL4520349";"";"None";"470.49";"0";"2.37";"A28";"N#Cc1c(NC(=O)c2cc(CNCCO)cn3cnnc23)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"274.6";"nM";"6.56";"";"";"UO_0000065";"13.95";"0.26";"4.19";"4.90";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"274.6"
"CHEMBL4563134";"";"None";"536.61";"1";"2.37";"A26";"Cc1c(NC(=O)c2cc(CNCCNS(C)(=O)=O)cn3cnnc23)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"987.8";"nM";"6.00";"";"";"UO_0000065";"11.19";"0.22";"3.64";"4.42";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"987.8"
"CHEMBL4458370";"";"None";"483.57";"0";"4.48";"A19";"COC(=O)[C@@H]1CCCCN1Cc1cc(C(=O)Nc2cccc(-c3ccccc3)c2C)c2nncn2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"10000.0"
"CHEMBL4562589";"";"None";"459.51";"0";"2.58";"A17";"COC(=O)[C@@H](CO)NCc1cc(C(=O)Nc2cccc(-c3ccccc3)c2C)c2nncn2c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"10000.0"
"CHEMBL4457101";"";"None";"442.52";"0";"3.18";"A9";"CC(=O)NCCNCc1ccc(C(=O)Nc2cccc(-c3ccccc3)c2C)c2nncn12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"10000.0"
"CHEMBL5093473";"";"None";"450.49";"0";"4.07";"A11";"Cc1c(COc2ccc(CN[C@H](C(=O)O)[C@@H](C)O)cc2[N+](=O)[O-])cccc1-c1ccccc1";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"16.02";"0.30";"3.14";"5.92";"0";"CHEMBL5034139";"Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5033993";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"61.0"
"CHEMBL5085480";"";"None";"592.65";"2";"6.43";"B14";"Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN3CCCC[C@H]3C(=O)O)cc2[N+](=O)[O-])cccc1-c1ccccc1";"IC50";"'='";"10.2";"nM";"7.99";"";"";"UO_0000065";"13.48";"0.25";"1.56";"5.76";"0";"CHEMBL5034139";"Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5033993";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"10.2"
"CHEMBL5084706";"";"None";"658.96";"2";"6.44";"L27";"O=S(=O)(O)CCNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1ccc2nonc2c1";"IC50";"'='";"26.9";"nM";"7.57";"";"";"UO_0000065";"11.49";"0.25";"1.13";"6.12";"0";"CHEMBL5032958";"Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5032502";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"26.9"
"CHEMBL5081208";"";"None";"578.00";"2";"5.38";"L9";"O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2F)cc1OCc1ccc2nonc2c1";"IC50";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"14.63";"0.28";"3.08";"6.66";"0";"CHEMBL5032958";"Inhibition of human PD-1/PD-L1 interaction assessed as blockade activity incubated for 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5032502";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"3.5"
"CHEMBL4637935";"";"None";"438.53";"0";"4.79";"HT1";"CC(=O)N1CCN(Cc2ccc3oc(-c4cccc(-c5ccccc5)c4)cc(=O)c3c2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"10.0"
"CHEMBL4637382";"";"None";"397.52";"1";"5.48";"N8";"Cc1c(COc2ccc3cc(CNCCO)ccc3c2)cccc1-c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"10.0"
